publication_year,category,type,count
2001,Control and Stability of Dynamical Systems,primary_topic,2
2001,Control and Systems Engineering,subfield,17
2001,Corporate Finance and Governance,primary_topic,21
2001,Corporate Governance and Management,primary_topic,10
2001,Corporate Identity and Reputation,primary_topic,4
2001,Corporate Management and Leadership,primary_topic,1
2001,Corporate Social Responsibility Reporting,primary_topic,3
2001,Corporate Taxation and Avoidance,primary_topic,3
2001,Corruption and Economic Development,primary_topic,2
2001,"Counseling, Therapy, and Family Dynamics",primary_topic,3
2001,Creativity in Education and Neuroscience,primary_topic,32
2001,Credit Risk and Financial Regulations,primary_topic,2
2001,Crime Patterns and Interventions,primary_topic,1
2001,Critical Realism in Sociology,primary_topic,8
2001,Crop Yield and Soil Fertility,primary_topic,1
2001,Cross-Border Cooperation and Integration,primary_topic,1
2001,Cultural Differences and Values,primary_topic,5
2001,Cultural Industries and Urban Development,primary_topic,1
2001,Cultural Studies,subfield,15
2001,"Culture, Economy, and Development Studies",primary_topic,2
2001,Customer Service Quality and Loyalty,primary_topic,12
2001,DNA and Biological Computing,primary_topic,1
2001,Data Mining Algorithms and Applications,primary_topic,7
2001,Data Quality and Management,primary_topic,1
2001,Data Visualization and Analytics,primary_topic,18
2001,Deception detection and forensic psychology,primary_topic,4
2001,Decision Sciences,field,321
2001,Decision-Making and Behavioral Economics,primary_topic,122
2001,Delphi Technique in Research,primary_topic,2
2001,Dementia and Cognitive Impairment Research,primary_topic,1
2001,Demography,subfield,5
2001,Design Education and Practice,primary_topic,102
2001,Development,subfield,4
2001,Developmental and Educational Psychology,subfield,176
2001,Digital Communication and Language,primary_topic,2
2001,Digital Games and Media,primary_topic,1
2001,Digital Innovation in Industries,primary_topic,2
2001,Digital Marketing and Social Media,primary_topic,2
2001,Digital Platforms and Economics,primary_topic,7
2001,Disaster Management and Resilience,primary_topic,3
2001,Discrete Mathematics and Combinatorics,subfield,1
2001,Distributed Control Multi-Agent Systems,primary_topic,1
2001,Distributed and Parallel Computing Systems,primary_topic,2
2001,Diverse Aspects of Tourism Research,primary_topic,3
2001,Diverse Educational Innovations Studies,primary_topic,1
2001,Diverse Interdisciplinary Research Studies,primary_topic,1
2001,Diverse Music Education Insights,primary_topic,3
2001,Diversity and Career in Medicine,primary_topic,1
2001,Domain Adaptation and Few-Shot Learning,primary_topic,1
2001,Dutch Social and Cultural Studies,primary_topic,2
2001,E-Government and Public Services,primary_topic,1
2001,EFL/ESL Teaching and Learning,primary_topic,10
2001,ERP Systems Implementation and Impact,primary_topic,2
2001,Early Childhood Education and Development,primary_topic,2
2001,Earth Systems and Cosmic Evolution,primary_topic,2
2001,Earth and Planetary Sciences,field,6
2001,Earth-Surface Processes,subfield,1
2001,Ecology,subfield,4
2001,"Ecology, Conservation, and Geographical Studies",primary_topic,1
2001,"Ecology, Evolution, Behavior and Systematics",subfield,6
2001,Economic Development and Digital Transformation,primary_topic,1
2001,Economic Growth and Productivity,primary_topic,16
2001,Economic Policies and Impacts,primary_topic,1
2001,Economic Theory and Institutions,primary_topic,91
2001,Economic Theory and Policy,primary_topic,15
2001,Economic and Environmental Valuation,primary_topic,17
2001,Economic and Social Development,primary_topic,1
2001,Economic and Social Issues,primary_topic,3
2001,Economic and Technological Innovation,primary_topic,3
2001,Economic theories and models,primary_topic,50
2001,"Economic, financial, and policy analysis",primary_topic,9
2001,Economics and Econometrics,subfield,308
2001,"Economics, Econometrics and Finance",field,391
2001,Ecosystem dynamics and resilience,primary_topic,2
2001,Education,subfield,111
2001,Education Methods and Practices,primary_topic,1
2001,Education Methods and Technologies,primary_topic,7
2001,Education Systems and Policy,primary_topic,3
2001,Education and Critical Thinking Development,primary_topic,10
2001,Education and Technology Integration,primary_topic,3
2001,"Education, Achievement, and Giftedness",primary_topic,3
2001,"Education, sociology, and vocational training",primary_topic,2
2001,Educational Games and Gamification,primary_topic,1
2001,Educational Management and Quality,primary_topic,2
2001,Educational Outcomes and Influences,primary_topic,7
2001,Educational Strategies and Epistemologies,primary_topic,13
2001,Educational Tools and Methods,primary_topic,4
2001,Educational and Psychological Assessments,primary_topic,7
2001,Educational methodologies and cognitive development,primary_topic,2
2001,Educational theories and practices,primary_topic,2
2001,Educator Training and Historical Pedagogy,primary_topic,1
2001,Efficiency Analysis Using DEA,primary_topic,1
2001,Electoral Systems and Political Participation,primary_topic,4
2001,Electrical and Electronic Engineering,subfield,2
2001,Electronic Health Records Systems,primary_topic,5
2001,Embodied and Extended Cognition,primary_topic,23
2001,Emergency Medical Services,subfield,1
2001,Emergency Medicine,subfield,1
2001,Emotional Intelligence and Performance,primary_topic,1
2001,Emotional Labor in Professions,primary_topic,1
2001,Emotions and Moral Behavior,primary_topic,7
2001,Empathy and Medical Education,primary_topic,2
2001,Employment and Welfare Studies,primary_topic,4
2001,Energy,field,13
2001,Engineering,field,195
2001,Engineering Education and Curriculum Development,primary_topic,1
2001,Entomopathogenic Microorganisms in Pest Control,primary_topic,1
2001,Entrepreneurship Studies and Influences,primary_topic,14
2001,Environmental Chemistry,subfield,1
2001,Environmental Education and Sustainability,primary_topic,1
2001,Environmental Engineering,subfield,6
2001,Environmental Impact and Sustainability,primary_topic,2
2001,Environmental Science,field,55
2001,Environmental Sustainability and Education,primary_topic,1
2001,Environmental Sustainability in Business,primary_topic,1
2001,Environmental and Ecological Studies,primary_topic,2
2001,Environmental and Social Impact Assessments,primary_topic,1
2001,Environmental law and policy,primary_topic,1
2001,Epidemiology,subfield,1
2001,"Epistemology, Ethics, and Metaphysics",primary_topic,2
2001,Ergonomics and Human Factors,primary_topic,2
2001,Ergonomics and Musculoskeletal Disorders,primary_topic,3
2001,Ethics and Social Impacts of AI,primary_topic,1
2001,Ethics and bioethics in healthcare,primary_topic,1
2001,Ethics in Business and Education,primary_topic,3
2001,Ethics in medical practice,primary_topic,2
2001,European Union Policy and Governance,primary_topic,9
2001,Evacuation and Crowd Dynamics,primary_topic,2
2001,Evaluation and Performance Assessment,primary_topic,8
2001,Evaluation of Teaching Practices,primary_topic,1
2001,Evolution and Paleontology Studies,primary_topic,1
2001,Evolution and Science Education,primary_topic,1
2001,Evolutionary Algorithms and Applications,primary_topic,8
2001,Evolutionary Game Theory and Cooperation,primary_topic,45
2001,Experimental Behavioral Economics Studies,primary_topic,44
2001,Experimental Learning in Engineering,primary_topic,2
2001,Experimental and Cognitive Psychology,subfield,171
2001,Face Recognition and Perception,primary_topic,3
2001,Facility Location and Emergency Management,primary_topic,1
2001,Family Business Performance and Succession,primary_topic,3
2001,Family Practice,subfield,12
2001,Fashion and Cultural Textiles,primary_topic,1
2001,Fault Detection and Control Systems,primary_topic,2
2001,Finance,subfield,49
2001,Financial Distress and Bankruptcy Prediction,primary_topic,2
2001,"Financial Literacy, Pension, Retirement Analysis",primary_topic,2
2001,Financial Markets and Investment Strategies,primary_topic,4
2001,Firm Innovation and Growth,primary_topic,31
2001,Fiscal Policies and Political Economy,primary_topic,5
2001,Fiscal Policy and Economic Growth,primary_topic,6
2001,Fish Ecology and Management Studies,primary_topic,2
2001,"Fish biology, ecology, and behavior",primary_topic,1
2001,Flexible and Reconfigurable Manufacturing Systems,primary_topic,1
2001,Focus Groups and Qualitative Methods,primary_topic,4
2001,Forecasting Techniques and Applications,primary_topic,1
2001,Forensic and Genetic Research,primary_topic,1
2001,Forestry,subfield,1
2001,Formal Methods in Verification,primary_topic,3
2001,Fractal and DNA sequence analysis,primary_topic,2
2001,Franchising Strategies and Performance,primary_topic,5
2001,Free Will and Agency,primary_topic,4
2001,French Urban and Social Studies,primary_topic,3
2001,Functional Brain Connectivity Studies,primary_topic,1
2001,Fuzzy Logic and Control Systems,primary_topic,1
2001,Game Theory and Applications,primary_topic,13
2001,Game Theory and Voting Systems,primary_topic,3
2001,Gaze Tracking and Assistive Technology,primary_topic,5
2001,Gender Diversity and Inequality,primary_topic,6
2001,Gender Politics and Representation,primary_topic,2
2001,Gender Studies,subfield,19
2001,Gender and Technology in Education,primary_topic,1
2001,"Gender, Labor, and Family Dynamics",primary_topic,1
2001,"Gender, Security, and Conflict",primary_topic,7
2001,Gene Regulatory Network Analysis,primary_topic,1
2001,General Agricultural and Biological Sciences,subfield,5
2001,General Decision Sciences,subfield,122
2001,"General Economics, Econometrics and Finance",subfield,34
2001,General Health Professions,subfield,18
2001,General Psychology,subfield,12
2001,General Social Sciences,subfield,1
2001,Genetic and phenotypic traits in livestock,primary_topic,1
2001,Genetic diversity and population structure,primary_topic,1
2001,Genetically Modified Organisms Research,primary_topic,1
2001,Genetics,subfield,6
2001,Geographic Information Systems Studies,primary_topic,8
2001,"Geography, Planning and Development",subfield,8
2001,Global Educational Policies and Reforms,primary_topic,2
2001,Global Energy and Sustainability Research,primary_topic,11
2001,Global Financial Crisis and Policies,primary_topic,26
2001,Global Public Health Policies and Epidemiology,primary_topic,1
2001,Global and Cross-Cultural Management,primary_topic,1
2001,Global and Planetary Change,subfield,24
2001,"Global trade, sustainability, and social impact",primary_topic,1
2001,Gun Ownership and Violence Research,primary_topic,1
2001,HIV Research and Treatment,primary_topic,1
2001,Handwritten Text Recognition Techniques,primary_topic,1
2001,Hate Speech and Cyberbullying Detection,primary_topic,1
2001,Health,subfield,6
2001,Health Information Management,subfield,6
2001,Health Policy Implementation Science,primary_topic,6
2001,Health Professions,field,31
2001,Health Sciences,domain,78
2001,"Health Systems, Economic Evaluations, Quality of Life",primary_topic,6
2001,"Health, Toxicology and Mutagenesis",subfield,1
2001,Healthcare Policy and Management,primary_topic,1
2001,Healthcare Quality and Management,primary_topic,1
2001,Healthcare Systems and Technology,primary_topic,1
2001,Healthcare Technology and Patient Monitoring,primary_topic,4
2001,Higher Education Governance and Development,primary_topic,2
2001,Higher Education Learning Practices,primary_topic,1
2001,Higher Education and Employability,primary_topic,2
2001,Historical Economic and Social Studies,primary_topic,2
2001,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",primary_topic,1
2001,Historical and Literary Studies,primary_topic,1
2001,History,subfield,2
2001,History and Philosophy of Science,subfield,81
2001,History and Theory of Mathematics,primary_topic,2
2001,History and advancements in chemistry,primary_topic,1
2001,History of Computing Technologies,primary_topic,2
2001,Homelessness and Social Issues,primary_topic,1
2001,Hospital Admissions and Outcomes,primary_topic,1
2001,Housing Market and Economics,primary_topic,4
2001,"Housing, Finance, and Neoliberalism",primary_topic,6
2001,Human Factors and Ergonomics,subfield,16
2001,Human Motion and Animation,primary_topic,1
2001,Human Resource Development and Performance Evaluation,primary_topic,5
2001,Human-Automation Interaction and Safety,primary_topic,7
2001,Human-Computer Interaction,subfield,31
2001,Hydrological Forecasting Using AI,primary_topic,1
2001,Image Retrieval and Classification Techniques,primary_topic,2
2001,Imbalanced Data Classification Techniques,primary_topic,1
2001,Immunology and Microbiology,field,1
2001,Indigenous and Place-Based Education,primary_topic,1
2001,Industrial Vision Systems and Defect Detection,primary_topic,1
2001,Industrial and Manufacturing Engineering,subfield,27
2001,Infant Development and Preterm Care,primary_topic,1
2001,Information Architecture and Usability,primary_topic,2
2001,Information Retrieval and Search Behavior,primary_topic,8
2001,Information Systems,subfield,47
2001,Information Systems Theories and Implementation,primary_topic,18
2001,Information Systems and Management,subfield,19
2001,Information Systems and Technology Applications,primary_topic,1
2001,Information Technology Governance and Strategy,primary_topic,1
2001,Information Technology and Learning,primary_topic,1
2001,Innovation Diffusion and Forecasting,primary_topic,20
2001,Innovation and Knowledge Management,primary_topic,62
2001,Innovations in Medical Education,primary_topic,2
2001,Innovative Education and Learning Practices,primary_topic,16
2001,Innovative Human-Technology Interaction,primary_topic,1
2001,Innovative Teaching Methodologies in Social Sciences,primary_topic,1
2001,Innovative Teaching Methods,primary_topic,1
2001,Innovative Teaching and Learning Methods,primary_topic,64
2001,Insect Science,subfield,1
2001,Insect and Arachnid Ecology and Behavior,primary_topic,2
2001,Intellectual Capital and Performance Analysis,primary_topic,5
2001,Intellectual Property and Patents,primary_topic,2
2001,Intelligent Tutoring Systems and Adaptive Learning,primary_topic,12
2001,Interdisciplinary Research and Collaboration,primary_topic,1
2001,International Business and FDI,primary_topic,6
2001,International Development and Aid,primary_topic,2
2001,International Relations and Foreign Policy,primary_topic,3
2001,International Student and Expatriate Challenges,primary_topic,1
2001,Interprofessional Education and Collaboration,primary_topic,1
2001,Italy: Economic History and Contemporary Issues,primary_topic,2
2001,Jewish and Middle Eastern Studies,primary_topic,1
2001,Job Satisfaction and Organizational Behavior,primary_topic,4
2001,Judicial and Constitutional Studies,primary_topic,2
2001,Knowledge Management and Sharing,primary_topic,15
2001,Labor Movements and Unions,primary_topic,4
2001,Land Rights and Reforms,primary_topic,2
2001,Land Use and Ecosystem Services,primary_topic,8
2001,Language Development and Disorders,primary_topic,4
2001,Language and Linguistics,subfield,14
2001,Language and cultural evolution,primary_topic,15
2001,"Language, Metaphor, and Cognition",primary_topic,9
2001,Law,subfield,5
2001,Law in Society and Culture,primary_topic,1
2001,"Law, Economics, and Judicial Systems",primary_topic,17
2001,Learning Styles and Cognitive Differences,primary_topic,1
2001,Legal Issues in South Africa,primary_topic,1
2001,Legal Systems and Judicial Processes,primary_topic,1
2001,Life Sciences,domain,171
2001,Linguistic research and analysis,primary_topic,1
2001,Linguistics and Discourse Analysis,primary_topic,5
2001,Linguistics and Education Research,primary_topic,1
2001,Literary and Cultural Studies,primary_topic,1
2001,Literature and Literary Theory,subfield,5
2001,Local Government Finance and Decentralization,primary_topic,1
2001,"Logic, Reasoning, and Knowledge",primary_topic,7
2001,"Logic, programming, and type systems",primary_topic,3
2001,Machine Learning and Algorithms,primary_topic,7
2001,Machine Learning and Data Classification,primary_topic,1
2001,Machine Learning in Bioinformatics,primary_topic,1
2001,Management Information Systems,subfield,65
2001,Management Science and Operations Research,subfield,168
2001,Management Theory and Practice,primary_topic,5
2001,Management and Organizational Studies,primary_topic,35
2001,Management of Technology and Innovation,subfield,41
2001,"Management, Economics, and Public Policy",primary_topic,4
2001,"Management, Monitoring, Policy and Law",subfield,15
2001,Manufacturing Process and Optimization,primary_topic,10
2001,Marine and fisheries research,primary_topic,3
2001,Maritime Ports and Logistics,primary_topic,1
2001,Marketing,subfield,26
2001,Marketing and Advertising Strategies,primary_topic,1
2001,Markov Chains and Monte Carlo Methods,primary_topic,3
2001,Mathematical and Theoretical Epidemiology and Ecology Models,primary_topic,3
2001,Mathematics,field,29
2001,Mathematics Education and Teaching Techniques,primary_topic,4
2001,Matrix Theory and Algorithms,primary_topic,3
2001,Mechanical Engineering,subfield,104
2001,Media Influence and Health,primary_topic,2
2001,Media Studies and Communication,primary_topic,2
2001,Media Technology,subfield,4
2001,"Media, Communication, and Education",primary_topic,3
2001,"Media, Gender, and Advertising",primary_topic,1
2001,Medical History and Innovations,primary_topic,1
2001,Medical Image Segmentation Techniques,primary_topic,1
2001,Medicine,field,47
2001,Memory Processes and Influences,primary_topic,11
2001,Memory and Neural Mechanisms,primary_topic,8
2001,Mental Health and Patient Involvement,primary_topic,1
2001,Mental Health and Psychiatry,primary_topic,5
2001,Mentoring and Academic Development,primary_topic,1
2001,Merger and Competition Analysis,primary_topic,3
2001,Metaheuristic Optimization Algorithms Research,primary_topic,2
2001,Methods and Techniques for Agent-Based Modeling,primary_topic,1
2001,Military Strategy and Technology,primary_topic,1
2001,Mining and Resource Management,primary_topic,1
2001,Model-Driven Software Engineering Techniques,primary_topic,2
2001,Molecular Biology,subfield,13
2001,Monetary Policy and Economic Impact,primary_topic,8
2001,Motivation and Self-Concept in Sports,primary_topic,2
2001,Motor Control and Adaptation,primary_topic,7
2001,Multi-Agent Systems and Negotiation,primary_topic,39
2001,Multi-Criteria Decision Making,primary_topic,14
2001,Multimedia Communication and Technology,primary_topic,1
2001,Multiple Sclerosis Research Studies,primary_topic,1
2001,Multisensory perception and integration,primary_topic,1
2001,Musculoskeletal pain and rehabilitation,primary_topic,1
2001,Museology,subfield,1
2001,Music,subfield,3
2001,Music Technology and Sound Studies,primary_topic,3
2001,Music and Audio Processing,primary_topic,3
2001,Narrative Theory and Analysis,primary_topic,1
2001,Natural Language Processing Techniques,primary_topic,5
2001,Natural Resources and Economic Development,primary_topic,1
2001,Nature and Landscape Conservation,subfield,4
2001,Neural Networks and Applications,primary_topic,14
2001,Neural and Behavioral Psychology Studies,primary_topic,25
2001,Neural dynamics and brain function,primary_topic,12
2001,Neurobiology and Insect Physiology Research,primary_topic,2
2001,Neurobiology of Language and Bilingualism,primary_topic,1
2001,Neuroendocrine regulation and behavior,primary_topic,1
2001,Neuropsychology and Physiological Psychology,subfield,4
2001,Neuroscience,field,133
2001,"Neuroscience, Education and Cognitive Function",primary_topic,3
2001,Noise Effects and Management,primary_topic,1
2001,Nonprofit Sector and Volunteering,primary_topic,1
2001,Nuclear and High Energy Physics,subfield,8
2001,Nuclear physics research studies,primary_topic,3
2001,Nursing Roles and Practices,primary_topic,1
2001,Occupational Health and Safety Research,primary_topic,2
2001,Occupational Therapy,subfield,2
2001,Occupational Therapy Practice and Research,primary_topic,2
2001,Ocean Engineering,subfield,10
2001,Online and Blended Learning,primary_topic,4
2001,Open Education and E-Learning,primary_topic,2
2001,Open Source Software Innovations,primary_topic,4
2001,Operations Management Techniques,primary_topic,6
2001,Opinion Dynamics and Social Influence,primary_topic,5
2001,Optimal Experimental Design Methods,primary_topic,1
2001,"Optimism, Hope, and Well-being",primary_topic,2
2001,Optimization and Mathematical Programming,primary_topic,5
2001,Organic Chemistry,subfield,1
2001,Organizational Behavior and Human Resource Management,subfield,78
2001,Organizational Downsizing and Restructuring,primary_topic,1
2001,Organizational Leadership and Management Strategies,primary_topic,2
2001,Organizational Learning and Leadership,primary_topic,9
2001,Organizational Management and Innovation,primary_topic,5
2001,Organizational Management and Leadership,primary_topic,2
2001,Organometallic Complex Synthesis and Catalysis,primary_topic,1
2001,Origins and Evolution of Life,primary_topic,4
2001,Outsourcing and Supply Chain Management,primary_topic,6
2001,Paleontology,subfield,3
2001,Paleontology and Stratigraphy of Fossils,primary_topic,2
2001,Palliative Care and End-of-Life Issues,primary_topic,1
2001,Particle physics theoretical and experimental studies,primary_topic,5
2001,Pathology and Forensic Medicine,subfield,1
2001,Patient Safety and Medication Errors,primary_topic,1
2001,Patient-Provider Communication in Healthcare,primary_topic,1
2001,Peacebuilding and International Security,primary_topic,1
2001,"Pediatrics, Perinatology and Child Health",subfield,3
2001,Personal Information Management and User Behavior,primary_topic,8
2001,Personality Traits and Psychology,primary_topic,2
2001,Petri Nets in System Modeling,primary_topic,2
2001,Pharmacology,subfield,1
2001,Phenomenology and Existential Philosophy,primary_topic,2
2001,Philosophical Ethics and Theory,primary_topic,6
2001,Philosophical and Historical Studies,primary_topic,1
2001,Philosophy,subfield,31
2001,Philosophy and History of Science,primary_topic,71
2001,Philosophy and Theoretical Science,primary_topic,32
2001,"Philosophy, Science, and History",primary_topic,8
2001,Phonetics and Phonology Research,primary_topic,2
2001,Physical Education and Pedagogy,primary_topic,1
2001,Physical Sciences,domain,832
2001,"Physical Therapy, Sports Therapy and Rehabilitation",subfield,1
2001,Physical and Theoretical Chemistry,subfield,1
2001,Physics and Astronomy,field,46
2001,Plant Diversity and Evolution,primary_topic,1
2001,Plant Science,subfield,2
2001,Plant and animal studies,primary_topic,3
2001,Policy Transfer and Learning,primary_topic,1
2001,Political Conflict and Governance,primary_topic,4
2001,Political Economy and Marxism,primary_topic,2
2001,Political Influence and Corporate Strategies,primary_topic,6
2001,Political Philosophy and Ethics,primary_topic,1
2001,Political Science Research and Education,primary_topic,2
2001,Political Science and International Relations,subfield,48
2001,Political and Economic history of UK and US,primary_topic,1
2001,Power System Optimization and Stability,primary_topic,2
2001,Pragmatism in Philosophy and Education,primary_topic,5
2001,Prenatal Screening and Diagnostics,primary_topic,2
2001,Process Optimization and Integration,primary_topic,1
2001,Product Development and Customization,primary_topic,13
2001,Psychiatry and Mental health,subfield,6
2001,"Psychiatry, Mental Health, Neuroscience",primary_topic,2
2001,Psychological Well-being and Life Satisfaction,primary_topic,2
2001,Psychological and Educational Research Studies,primary_topic,2
2001,Psychology,field,452
2001,Psychology of Moral and Emotional Judgment,primary_topic,6
2001,Psychology of Social Influence,primary_topic,10
2001,Psychometric Methodologies and Testing,primary_topic,1
2001,Psychotherapy Techniques and Applications,primary_topic,1
2001,Public Administration,subfield,23
2001,Public Administration and Political Analysis,primary_topic,4
2001,"Public Health, Environmental and Occupational Health",subfield,17
2001,Public Policy and Administration Research,primary_topic,18
2001,Public Procurement and Policy,primary_topic,1
2001,Public-Private Partnership Projects,primary_topic,1
2001,Qualitative Research Methods and Applications,primary_topic,1
2001,Quality Function Deployment in Product Design,primary_topic,1
2001,Quality and Supply Management,primary_topic,4
2001,Quantum Mechanics and Applications,primary_topic,3
2001,"Race, Genetics, and Society",primary_topic,1
2001,Radiological and Ultrasound Technology,subfield,2
2001,"Radiology, Nuclear Medicine and Imaging",subfield,1
2001,Rangeland and Wildlife Management,primary_topic,1
2001,Reading and Literacy Development,primary_topic,8
2001,Reflective Practices in Education,primary_topic,3
2001,Regional Development and Innovation,primary_topic,2
2001,Regional Development and Policy,primary_topic,5
2001,Regional Economics and Spatial Analysis,primary_topic,10
2001,Regulation and Compliance Studies,primary_topic,15
2001,Reinforcement Learning in Robotics,primary_topic,1
2001,Reliability and Maintenance Optimization,primary_topic,2
2001,Religion and Society Interactions,primary_topic,1
2001,"Religion, Gender, and Enlightenment",primary_topic,2
2001,"Religion, Spirituality, and Psychology",primary_topic,3
2001,Religious studies,subfield,2
2001,Remote Sensing in Agriculture,primary_topic,2
2001,"Renewable Energy, Sustainability and the Environment",subfield,13
2001,Reservoir Engineering and Simulation Methods,primary_topic,5
2001,Rhetoric and Communication Studies,primary_topic,2
2001,Risk Perception and Management,primary_topic,7
2001,Risk and Portfolio Optimization,primary_topic,1
2001,Risk and Safety Analysis,primary_topic,10
2001,Robot Manipulation and Learning,primary_topic,3
2001,Robotic Path Planning Algorithms,primary_topic,5
2001,Rough Sets and Fuzzy Logic,primary_topic,3
2001,Russia and Soviet political economy,primary_topic,2
2001,Safety Research,subfield,50
2001,"Safety, Risk, Reliability and Quality",subfield,4
2001,Scheduling and Optimization Algorithms,primary_topic,14
2001,School Choice and Performance,primary_topic,4
2001,Science Education and Pedagogy,primary_topic,40
2001,Science Education and Perceptions,primary_topic,6
2001,"Science, Technology, and Education in Latin America",primary_topic,1
2001,Scientific Research and Philosophical Inquiry,primary_topic,1
2001,Second Language Acquisition and Learning,primary_topic,2
2001,Semantic Web and Ontologies,primary_topic,16
2001,"Shakespeare, Adaptation, and Literary Criticism",primary_topic,1
2001,Signal Processing,subfield,3
2001,Simulation Techniques and Applications,primary_topic,2
2001,Slime Mold and Myxomycetes Research,primary_topic,1
2001,Smart Cities and Technologies,primary_topic,1
2001,Social Capital and Networks,primary_topic,1
2001,Social Issues and Policies,primary_topic,1
2001,Social Media and Politics,primary_topic,4
2001,Social Policy and Reform Studies,primary_topic,5
2001,Social Power and Status Dynamics,primary_topic,1
2001,Social Psychology,subfield,70
2001,Social Representations and Identity,primary_topic,6
2001,Social Robot Interaction and HRI,primary_topic,2
2001,Social Sciences,domain,2270
2001,Social Sciences,field,507
2001,Social Sciences and Governance,primary_topic,2
2001,Social Sciences and Policies,primary_topic,1
2001,Social Work Education and Practice,primary_topic,1
2001,Social and Economic Solidarity,primary_topic,1
2001,Social and Intergroup Psychology,primary_topic,5
2001,Social and Political Issues,primary_topic,1
2001,Socioeconomic and Demographic Analysis,primary_topic,2
2001,Sociology and Education Studies,primary_topic,3
2001,Sociology and Political Science,subfield,160
2001,Sociopolitical Dynamics in Russia,primary_topic,4
2001,Software,subfield,3
2001,Software Engineering Research,primary_topic,12
2001,Software Engineering Techniques and Practices,primary_topic,12
2001,Software Reliability and Analysis Research,primary_topic,1
2001,Soil Science,subfield,2
2001,Space Science and Extraterrestrial Life,primary_topic,2
2001,Spatial Cognition and Navigation,primary_topic,14
2001,Spatial Neglect and Hemispheric Dysfunction,primary_topic,1
2001,Speech and Hearing,subfield,1
2001,Speech and dialogue systems,primary_topic,11
2001,Sport Psychology and Performance,primary_topic,36
2001,Sports Analytics and Performance,primary_topic,17
2001,Sports Science and Education,primary_topic,1
2001,Statistical Mechanics and Entropy,primary_topic,1
2001,Statistical and Nonlinear Physics,subfield,29
2001,Statistics Education and Methodologies,primary_topic,3
2001,Statistics and Probability,subfield,26
2001,"Statistics, Probability and Uncertainty",subfield,12
2001,Stochastic processes and financial applications,primary_topic,1
2001,Strategy and Management,subfield,203
2001,Structural Analysis and Optimization,primary_topic,1
2001,Student Assessment and Feedback,primary_topic,1
2001,Supply Chain Resilience and Risk Management,primary_topic,1
2001,Supply Chain and Inventory Management,primary_topic,7
2001,Surgery,subfield,4
2001,Survey Methodology and Nonresponse,primary_topic,1
2001,Sustainability and Ecological Systems Analysis,primary_topic,3
2001,Sustainable Agricultural Systems Analysis,primary_topic,1
2001,Sustainable Development and Environmental Policy,primary_topic,8
2001,"Syntax, Semantics, Linguistic Variation",primary_topic,1
2001,Teacher Education and Leadership Studies,primary_topic,5
2001,Teaching and Learning Programming,primary_topic,2
2001,Team Dynamics and Performance,primary_topic,19
2001,Technology Adoption and User Behaviour,primary_topic,5
2001,Technology Assessment and Management,primary_topic,2
2001,Technology Use by Older Adults,primary_topic,1
2001,Technology and Data Analysis,primary_topic,1
2001,Telemedicine and Telehealth Implementation,primary_topic,2
2001,Theoretical Computer Science,subfield,2
2001,"Tourism, Leisure and Hospitality Management",subfield,2
2001,"Tourism, Volunteerism, and Development",primary_topic,1
2001,Traffic control and management,primary_topic,2
2001,Transportation,subfield,5
2001,Transportation Planning and Optimization,primary_topic,4
2001,Traumatic Brain Injury Research,primary_topic,1
2001,Umberto Eco and Semiotics,primary_topic,2
2001,University-Industry-Government Innovation Models,primary_topic,5
2001,Urban Design and Spatial Analysis,primary_topic,2
2001,Urban Green Space and Health,primary_topic,1
2001,Urban Planning and Valuation,primary_topic,2
2001,Urban Studies,subfield,3
2001,Urban Transport and Accessibility,primary_topic,1
2001,"Urban, Neighborhood, and Segregation Studies",primary_topic,4
2001,Usability and User Interface Design,primary_topic,21
2001,Vaccine Coverage and Hesitancy,primary_topic,2
2001,Value Engineering and Management,primary_topic,1
2001,Virology,subfield,1
2001,Virtual Reality Applications and Impacts,primary_topic,2
2001,Visual Arts and Performing Arts,subfield,4
2001,Visual Attention and Saliency Detection,primary_topic,1
2001,Visual Culture and Art Theory,primary_topic,1
2001,Visual and Cognitive Learning Processes,primary_topic,58
2001,Visual perception and processing mechanisms,primary_topic,1
2001,Water resources management and optimization,primary_topic,3
2001,Web Applications and Data Management,primary_topic,1
2001,Web Data Mining and Analysis,primary_topic,1
2001,"Weber, Simmel, Sociological Theory",primary_topic,2
2001,Wildlife Ecology and Conservation,primary_topic,1
2001,Wine Industry and Tourism,primary_topic,2
2001,Wittgensteinian philosophy and applications,primary_topic,4
2001,Writing and Handwriting Education,primary_topic,2
2001,scientometrics and bibliometrics research,primary_topic,2
2002,3D Modeling in Geospatial Applications,primary_topic,1
2002,AI in Service Interactions,primary_topic,1
2002,AI-based Problem Solving and Planning,primary_topic,96
2002,Academic and Historical Perspectives in Psychology,primary_topic,9
2002,Accounting,subfield,58
2002,Accounting Education and Careers,primary_topic,1
2002,Accounting and Financial Management,primary_topic,1
2002,Accounting and Organizational Management,primary_topic,25
2002,Action Observation and Synchronization,primary_topic,8
2002,Adult and Continuing Education Topics,primary_topic,1
2002,Advanced Causal Inference Techniques,primary_topic,2
2002,Advanced Combinatorial Mathematics,primary_topic,4
2002,Advanced Computational Techniques and Applications,primary_topic,1
2002,Advanced Control Systems Optimization,primary_topic,2
2002,Advanced Data Storage Technologies,primary_topic,2
